     5.56115e-05     5.33081e-05     6.47367e-05     4.79827e-05     8.62644e-05        0.177083        0.330905        0.309427      0.00654153         0.25387
     5.33265e-05     4.47409e-05     8.94224e-05     5.49163e-05     5.47086e-05         0.15485        0.342774        0.302064      0.00782016        0.253087
     2.97113e-05     1.92183e-05     3.73989e-05     3.04576e-05     1.92008e-05        0.164241        0.280744         0.27064      0.00898878        0.282054
     9.97935e-06     8.76124e-06     8.49452e-06     1.09251e-05     7.87175e-06        0.150747        0.255965        0.248883       0.0128462        0.295201
     7.64788e-06     9.73987e-06     8.94382e-06     7.56957e-06     8.39982e-06        0.140583        0.214585        0.221038       0.0171288        0.310626
      4.9603e-06     4.74812e-06     4.39537e-06     4.47062e-06     5.13791e-06        0.131317        0.172298         0.18887       0.0196128        0.318933
     5.79526e-06     6.60579e-06     5.96366e-06     6.67543e-06      6.8763e-06         0.12248        0.127557        0.153087       0.0215793        0.321225
     7.80907e-06     8.69481e-06     7.73625e-06     7.94809e-06      7.9842e-06        0.110129       0.0916331        0.122775       0.0237547        0.307274
     5.87167e-06     6.68912e-06     5.59013e-06     6.07738e-06     6.20748e-06        0.101183        0.060312       0.0912052       0.0259125         0.29175
     2.20572e-06     2.42539e-06     2.01567e-06     2.28937e-06     2.29742e-06       0.0882917       0.0374151       0.0666574       0.0269189        0.256419
      2.8528e-06     3.03462e-06     2.93325e-06     3.29631e-06     3.50607e-06       0.0771138        0.020898        0.045146       0.0280049        0.216138
     3.19996e-06     3.27809e-06     3.08643e-06     3.31951e-06     3.66458e-06        0.069045       0.0100181       0.0268648       0.0274577        0.172804
     1.16273e-06     1.36332e-06     1.20209e-06     1.34022e-06     1.37678e-06        0.060012       0.0056994        0.014921       0.0282644        0.129726
     3.61132e-06     4.31743e-06     3.73963e-06     3.83624e-06     3.95303e-06       0.0513452      0.00597225       0.0084179       0.0295853       0.0903962
     3.01728e-06     3.23783e-06      2.9377e-06     3.33774e-06     3.47145e-06       0.0430484      0.00881171      0.00653076       0.0309476       0.0544288
      1.1852e-06     1.21292e-06     1.17717e-06     1.30355e-06     1.24536e-06       0.0367966       0.0139714      0.00906193       0.0313716       0.0274783
      1.2642e-06     1.40012e-06     1.22837e-06     1.31437e-06     1.45517e-06        0.031047       0.0202444       0.0156876       0.0321336      0.00974962
     1.13024e-06     1.10371e-06      1.0917e-06     1.13489e-06     1.30752e-06        0.026377       0.0278284       0.0262052       0.0319518      0.00213001
     2.49275e-06     2.44783e-06     2.42185e-06     2.71014e-06     3.09708e-06        0.021747        0.035062       0.0392606       0.0322947      0.00444123
     2.02422e-06      2.1207e-06     2.02272e-06     2.29806e-06     2.39844e-06       0.0190259       0.0416746       0.0530831       0.0303213       0.0167039
     2.84585e-06     2.84293e-06     2.79883e-06     3.07375e-06     3.19123e-06       0.0159475       0.0491799       0.0687747       0.0286894       0.0375452
     1.60448e-06     1.53614e-06     1.49495e-06     1.66357e-06     1.83951e-06        0.014666       0.0545711       0.0832768       0.0248928       0.0682074
     3.04201e-07     3.18756e-07     2.75537e-07      2.7009e-07     3.65915e-07       0.0132971       0.0595795       0.0959605       0.0213993         0.10639
     5.60123e-07     6.25753e-07     5.16764e-07     5.57172e-07      6.3635e-07       0.0125679       0.0635899        0.106779       0.0172604        0.150736
     3.24905e-07     2.96253e-07     2.53456e-07     2.51415e-07     3.42919e-07       0.0123577       0.0666867        0.115091        0.013235        0.199552
     4.35237e-07     3.88821e-07     3.94217e-07      4.5044e-07     5.08612e-07       0.0128858       0.0678134        0.120181      0.00913728        0.251387
     6.91614e-07     8.17776e-07     7.10415e-07     7.28184e-07      7.5142e-07       0.0134214        0.068616        0.120748      0.00694967        0.300998
     4.01896e-07     3.54714e-07     3.41055e-07     4.11212e-07     3.80142e-07       0.0143907       0.0679343        0.120322      0.00543107        0.347279
      2.6522e-07     3.41972e-07     3.04942e-07     3.50827e-07     4.17794e-07       0.0156251       0.0664846        0.116232      0.00578132        0.384029
     1.93055e-07     2.70023e-07     2.58329e-07     2.79128e-07     2.82703e-07       0.0173668       0.0641704        0.109182      0.00778581        0.410495
     1.76665e-07      2.2521e-07     2.63406e-07     2.53394e-07     2.18853e-07       0.0190611       0.0619874        0.101926       0.0118382        0.420862
     3.02554e-07     3.07179e-07     3.52054e-07     3.35289e-07     3.20936e-07       0.0214169       0.0584932        0.092154       0.0171711        0.418245
     3.17681e-07     2.97255e-07     3.37212e-07     3.10739e-07     3.13995e-07       0.0239055       0.0549172       0.0816478       0.0238179        0.398049
     1.79485e-07     1.78854e-07     2.00486e-07     2.13766e-07     2.15147e-07       0.0265912        0.050992       0.0710847       0.0315615        0.363863
     3.52584e-08     3.26137e-08      4.2877e-08     3.57456e-08     2.67755e-08       0.0299538       0.0460257       0.0596257       0.0391677        0.319005
     4.16542e-08     3.66187e-08     4.92988e-08     3.90338e-08      5.0267e-08       0.0333224       0.0404401        0.048605       0.0468261        0.266407
     5.11918e-08     4.91162e-08     5.39159e-08     4.60547e-08     6.64144e-08       0.0370904       0.0343682       0.0384157       0.0532835        0.210164
     7.76887e-08     7.07816e-08     5.15677e-08     6.43396e-08     7.70402e-08       0.0408543       0.0276256       0.0291104        0.058834        0.155312
     9.70234e-08     1.09791e-07     7.88963e-08     9.24208e-08     9.78639e-08       0.0444242       0.0206352       0.0215522       0.0627734        0.105105
     1.39247e-07     1.48879e-07     1.10422e-07     1.67233e-07     1.62702e-07       0.0481154       0.0141614       0.0159016       0.0644128       0.0632286
     1.45671e-07     1.33198e-07     1.43304e-07     1.99074e-07     1.83861e-07       0.0511368      0.00847391       0.0127148       0.0645825       0.0315862
      1.6535e-07     1.71483e-07     1.58428e-07     1.82005e-07     2.23722e-07       0.0535024      0.00447741       0.0120094       0.0624352       0.0108997
     1.88033e-07      1.9512e-07     2.28487e-07     2.47788e-07     2.37258e-07       0.0550289      0.00285057       0.0139684       0.0587819       0.0013677
     1.45775e-07      1.7235e-07     1.52869e-07     1.92877e-07     1.85881e-07       0.0557342      0.00400581       0.0181646       0.0536496      0.00189557
     2.65434e-07     2.34563e-07     2.37801e-07     2.80625e-07     3.37727e-07       0.0550367      0.00837241       0.0241887       0.0470954       0.0109035
     1.62707e-07     1.58865e-07     1.90448e-07     1.73917e-07     2.01514e-07       0.0531333       0.0162045       0.0317915       0.0405323       0.0265943
     3.34442e-07     2.96364e-07     2.90109e-07     4.12831e-07     3.34775e-07       0.0501589        0.026703       0.0398712       0.0330863       0.0470694
     2.55045e-07     2.26391e-07     2.61124e-07     3.00493e-07     2.82312e-07       0.0461955        0.039912       0.0479979       0.0261401       0.0706413
     4.24073e-07     3.66969e-07     4.70226e-07     4.63994e-07     4.13847e-07       0.0413397       0.0546756       0.0552758       0.0196757        0.095674
     3.25132e-07     3.36458e-07     3.83331e-07      3.5499e-07     4.96539e-07       0.0356235       0.0701095       0.0616065       0.0140676        0.121352
     1.14491e-06     1.24952e-06     1.12737e-06      1.3331e-06      1.5439e-06       0.0297464       0.0850594       0.0659032      0.00939659        0.147077
     1.25657e-06     1.45528e-06     1.39191e-06      1.4658e-06      1.7196e-06       0.0240329       0.0982995       0.0683307      0.00592202        0.171546
     2.05738e-06     2.20163e-06     1.91293e-06     2.41646e-06     2.80199e-06       0.0187495        0.109079       0.0690524      0.00370904         0.19486
     1.31419e-06     1.31751e-06     1.24022e-06     1.46854e-06     1.65665e-06       0.0145161        0.116433       0.0675093      0.00262054        0.216107
      3.6916e-07     3.97181e-07     3.62948e-07     3.37877e-07     4.34946e-07       0.0114907        0.120235       0.0644148       0.0026023        0.234772
     2.58154e-07     2.62024e-07     3.15937e-07     2.61441e-07     3.26568e-07       0.0101026        0.120128       0.0601364      0.00352793        0.249434
     1.39612e-07     1.29038e-07     1.56664e-07     1.39114e-07     1.85025e-07       0.0106149        0.115965       0.0545339      0.00512036        0.260376
     7.56241e-08      7.5609e-08      7.4417e-08     6.96765e-08     1.14992e-07        0.012998        0.109159       0.0482342      0.00712372         0.26583
     5.16036e-08     5.16621e-08     5.43737e-08     7.15734e-08     6.84011e-08       0.0172935       0.0993846       0.0418237      0.00939432        0.265521
     5.79256e-08     5.64756e-08       5.015e-08      4.2094e-08     4.11586e-08        0.023134        0.087487        0.035208       0.0115672        0.258482
     2.76966e-08     3.91049e-08     5.54259e-08      5.4358e-08     6.69908e-08       0.0303442       0.0743934       0.0287881       0.0133613        0.245953
     6.70884e-08      4.9655e-08     7.60726e-08     6.03883e-08     8.05958e-08       0.0383314       0.0612754       0.0230004        0.014615        0.226357
     7.04309e-08     6.74797e-08     5.00022e-08     5.03508e-08     7.05215e-08       0.0466843       0.0481606       0.0178648       0.0151264        0.202189
     6.10498e-08     7.32425e-08      5.7512e-08     6.25752e-08     9.03848e-08       0.0545296       0.0357578       0.0135303       0.0149834        0.173321
     7.49913e-08     8.59366e-08     8.98094e-08      7.6419e-08     8.66563e-08       0.0613493       0.0246813      0.00996551       0.0140122        0.142777
     9.90365e-08     9.20221e-08     1.17581e-07     9.56451e-08     9.12675e-08       0.0667924       0.0155026      0.00739508       0.0125162        0.111049
