        1.06617        1.06617        1.06617        1.06617       -10.7833
        -2.3474        -2.3474        -2.3474        -2.3474        -2.3474
       0.839306       0.839306       0.839306       0.839306       0.839306
      -0.593066      -0.593066      -0.593066      -0.593066      -0.593066
      -0.286387      -0.286387      -0.286387      -0.286387      -0.286387
        0.45983        0.45983        0.45983        0.45983        0.45983
       0.120353       0.120353       0.120353       0.120353       0.120353
      -0.695012      -0.695012      -0.695012      -0.695012      -0.695012
      -0.606071      -0.606071      -0.606071      -0.606071      -0.606071
       0.733433       0.733433       0.733433       0.733433       0.733433
       -1.17463       -1.17463       -1.17463       -1.17463       -1.17463
        2.73205        2.73205        2.73205        2.73205        2.73205
      -0.342144      -0.342144      -0.342144      -0.342144      -0.342144
       -1.00661       -1.00661       -1.00661       -1.00661       -1.00661
      0.0970745      0.0970745      0.0970745      0.0970745      0.0970745
        0.74728        0.74728        0.74728        0.74728        0.74728
      -0.628086      -0.628086      -0.628086      -0.628086      -0.628086
      -0.211742      -0.211742      -0.211742      -0.211742      -0.211742
       0.103277       0.103277       0.103277       0.103277       0.103277
      -0.304743      -0.304743      -0.304743      -0.304743      -0.304743
      0.0447315      0.0447315      0.0447315      0.0447315      0.0447315
        1.17124        1.17124        1.17124        1.17124        1.17124
      -0.762771      -0.762771      -0.762771      -0.762771      -0.762771
       -1.18474       -1.18474       -1.18474       -1.18474       -1.18474
        1.34867        1.34867        1.34867        1.34867        1.34867
      -0.748423      -0.748423      -0.748423      -0.748423      -0.748423
        1.39342        1.39342        1.39342        1.39342        1.39342
       -1.41284       -1.41284       -1.41284       -1.41284       -1.41284
       0.636586       0.636586       0.636586       0.636586       0.636586
       0.328649       0.328649       0.328649       0.328649       0.328649
      -0.781258      -0.781258      -0.781258      -0.781258      -0.781258
       0.483002       0.483002       0.483002       0.483002       0.483002
      -0.141102      -0.141102      -0.141102      -0.141102      -0.141102
       0.169216       0.169216       0.169216       0.169216       0.169216
      -0.817831      -0.817831      -0.817831      -0.817831      -0.817831
       0.753762       0.753762       0.753762       0.753762       0.753762
      -0.464259      -0.464259      -0.464259      -0.464259      -0.464259
       0.758146       0.758146       0.758146       0.758146       0.758146
      -0.762265      -0.762265      -0.762265      -0.762265      -0.762265
        0.76524        0.76524        0.76524        0.76524        0.76524
      -0.445982      -0.445982      -0.445982      -0.445982      -0.445982
      0.0567418      0.0567418      0.0567418      0.0567418      0.0567418
      -0.383901      -0.383901      -0.383901      -0.383901      -0.383901
       0.770953       0.770953       0.770953       0.770953       0.770953
      -0.425478      -0.425478      -0.425478      -0.425478      -0.425478
      0.0411341      0.0411341      0.0411341      0.0411341      0.0411341
      -0.064935      -0.064935      -0.064935      -0.064935      -0.064935
      -0.128532      -0.128532      -0.128532      -0.128532      -0.128532
       0.445859       0.445859       0.445859       0.445859       0.445859
      -0.542955      -0.542955      -0.542955      -0.542955      -0.542955
       0.236136       0.236136       0.236136       0.236136       0.236136
       0.113696       0.113696       0.113696       0.113696       0.113696
      -0.121479      -0.121479      -0.121479      -0.121479      -0.121479
       0.264372       0.264372       0.264372       0.264372       0.264372
      -0.361751      -0.361751      -0.361751      -0.361751      -0.361751
     -0.0461454     -0.0461454     -0.0461454     -0.0461454     -0.0461454
       0.518217       0.518217       0.518217       0.518217       0.518217
      -0.718175      -0.718175      -0.718175      -0.718175      -0.718175
       0.744989       0.744989       0.744989       0.744989       0.744989
      -0.657947      -0.657947      -0.657947      -0.657947      -0.657947
       0.215849       0.215849       0.215849       0.215849       0.215849
      0.0380001      0.0380001      0.0380001      0.0380001      0.0380001
       0.208221       0.208221       0.208221       0.208221       0.208221
      -0.184905      -0.184905      -0.184905      -0.184905      -0.184905
      -0.254842      -0.254842      -0.254842      -0.254842      -0.254842
       0.358517       0.358517       0.358517       0.358517       0.358517
     -0.0133337     -0.0133337     -0.0133337     -0.0133337     -0.0133337
     -0.0499125     -0.0499125     -0.0499125     -0.0499125     -0.0499125
      0.0508041      0.0508041      0.0508041      0.0508041      0.0508041
     -0.0746342     -0.0746342     -0.0746342     -0.0746342     -0.0746342
       0.285378       0.285378       0.285378       0.285378       0.285378
      -0.671846      -0.671846      -0.671846      -0.671846      -0.671846
       0.284156       0.284156       0.284156       0.284156       0.284156
       0.295434       0.295434       0.295434       0.295434       0.295434
      -0.166453      -0.166453      -0.166453      -0.166453      -0.166453
      -0.100504      -0.100504      -0.100504      -0.100504      -0.100504
      0.0414563      0.0414563      0.0414563      0.0414563      0.0414563
        0.30944        0.30944        0.30944        0.30944        0.30944
      -0.371612      -0.371612      -0.371612      -0.371612      -0.371612
      0.0480231      0.0480231      0.0480231      0.0480231      0.0480231
      -0.109211      -0.109211      -0.109211      -0.109211      -0.109211
     0.00355754     0.00355754     0.00355754     0.00355754     0.00355754
       0.407653       0.407653       0.407653       0.407653       0.407653
      -0.260958      -0.260958      -0.260958      -0.260958      -0.260958
       -0.12185       -0.12185       -0.12185       -0.12185       -0.12185
       0.298904       0.298904       0.298904       0.298904       0.298904
      -0.148377      -0.148377      -0.148377      -0.148377      -0.148377
       -0.21058       -0.21058       -0.21058       -0.21058       -0.21058
        0.13928        0.13928        0.13928        0.13928        0.13928
       0.129311       0.129311       0.129311       0.129311       0.129311
      -0.120314      -0.120314      -0.120314      -0.120314      -0.120314
       0.220201       0.220201       0.220201       0.220201       0.220201
     -0.0830619     -0.0830619     -0.0830619     -0.0830619     -0.0830619
      -0.436482      -0.436482      -0.436482      -0.436482      -0.436482
        0.49139        0.49139        0.49139        0.49139        0.49139
     -0.0668877     -0.0668877     -0.0668877     -0.0668877     -0.0668877
      -0.168149      -0.168149      -0.168149      -0.168149      -0.168149
       0.174803       0.174803       0.174803       0.174803       0.174803
     -0.0754544     -0.0754544     -0.0754544     -0.0754544     -0.0754544
      -0.145024      -0.145024      -0.145024      -0.145024      -0.145024
       0.231749       0.231749       0.231749       0.231749       0.231749
      -0.193973      -0.193973      -0.193973      -0.193973      -0.193973
      -0.166961      -0.166961      -0.166961      -0.166961      -0.166961
       0.367012       0.367012       0.367012       0.367012       0.367012
      -0.259298      -0.259298      -0.259298      -0.259298      -0.259298
       0.417842       0.417842       0.417842       0.417842       0.417842
      -0.397785      -0.397785      -0.397785      -0.397785      -0.397785
